"Symbol","Date","Open","High","Low","Close","Percent Change","Volume"
"DEVBANK","2022-08-23","3751.92","3768.53","3719.53","3736.48","-99.00","77640942.6"
"DEVBANK","2022-08-22","3775.29","3791.71","3716.8","3751.24","-99.01","107191526.4"
"DEVBANK","2022-08-21","3810.49","3875.4","3775.29","3775.29","-99.01","174595844.3"
"DEVBANK","2022-08-18","3700.57","3826.19","3691.01","3810.49","0.00","200728730.1"
"DEVBANK","2022-08-17","3675.39","3740.12","3667.64","3693.49","0.00","123429026.1"
"DEVBANK","2022-08-16","3768.79","3838.42","3666.61","3667.74","0.00","271585801.2"
"DEVBANK","2022-08-15","3577.96","3770.81","3566.86","3768.78","0.00","209580145.9"
"DEVBANK","2022-08-14","3625.44","3677.69","3570.9","3577.96","0.00","122667746.7"
"DEVBANK","2022-08-11","3683.44","3738.92","3618.42","3625.43","0.00","123454129.6"
"DEVBANK","2022-08-10","3699.99","3727.92","3629.71","3682.76","0.00","182412874.2"
"DEVBANK","2022-08-09","3813.75","3823.84","3681.05","3690.37","0.00","240579145.4"
"DEVBANK","2022-08-08","3865.78","3928.1","3795.54","3813.05","0.00","219637147.1"
"DEVBANK","2022-08-07","3811.88","3901.44","3809.06","3865.09","0.00","222491509.2"
"DEVBANK","2022-08-05","3921.2","3929.42","3805.62","3812.65","0.00","240223428.6"
"DEVBANK","2022-08-04","3999.4","4019.4","3898.35","3899.35","0.00","341735492.5"
"DEVBANK","2022-08-03","4024.99","4104.16","3993.66","3999.86","0.00","296835666.4"
"DEVBANK","2022-08-02","4055.93","4068.26","3955.78","4023.46","0.00","291981940.9"
"DEVBANK","2022-08-01","4105.73","4105.72","4010.43","4045.81","0.00","368017863.4"
"DEVBANK","2022-07-31","4075.76","4177.8","4069.35","4105.23","0.00","478633288.1"
"DEVBANK","2022-07-29","3892.54","4086.36","3856.76","4073.65","0.00","448046535.5"
"DEVBANK","2022-07-28","3807.12","4010.17","3803.93","3892.53","0.00","534757314.9"
"DEVBANK","2022-07-27","3757.74","3817.82","3671.42","3807.11","0.00","269206351"
"DEVBANK","2022-07-26","3866.13","3905.73","3741.62","3751.11","0.00","308416944.5"
"DEVBANK","2022-07-25","3652.14","3883.52","3652.13","3865.51","0.00","390290093.7"
"DEVBANK","2022-07-24","3502.42","3657.69","3491.33","3652.13","0.00","230630059.5"
"DEVBANK","2022-07-22","3545.18","3545.17","3463.47","3474.82","0.00","81328371.2"
"DEVBANK","2022-07-21","3579.42","3589.09","3527.99","3545.17","0.00","93327439.2"
"DEVBANK","2022-07-20","3578.02","3623.54","3527.6","3574.05","0.00","5204712.8"
"DEVBANK","2022-07-19","3532.74","3622.19","3532.08","3574.74","0.00","167382396.7"
"DEVBANK","2022-07-18","3501.13","3552.22","3467.67","3533.16","0.00","71836168.6"
"DEVBANK","2022-07-17","3502.59","3549.07","3475.8","3501.12","0.00","93313379.7"
"DEVBANK","2022-07-15","3497.91","3518.56","3427.61","3502.59","0.00","117493010.4"
"DEVBANK","2022-07-14","3464.28","3539.65","3425.16","3497.35","0.00","143836820.7"
"DEVBANK","2022-07-13","3261.66","3461.25","3261.66","3461.25","0.00","0"
"DEVBANK","2022-07-12","3234.26","3330.21","3198.91","3257.11","0.00","6946859.3"
"DEVBANK","2022-07-11","3378.29","3378.28","3223.57","3234.26","0.00","200835973.7"
"DEVBANK","2022-07-08","3472.83","3479.3","3376.67","3385.04","0.00","76732402.5"
"DEVBANK","2022-07-07","3532.51","3605.88","3458.85","3479.81","0.00","123817047.9"
"DEVBANK","2022-07-06","3453.28","3541.28","3364.01","3526.95","0.00","5432644.9"
"DEVBANK","2022-07-05","3554.78","3644.71","3439.74","3453.28","0.00","224833480.5"
"DEVBANK","2022-07-04","3614.91","3778.73","3502.57","3554.22","0.00","373053930.3"
"DEVBANK","2022-07-03","3488.75","3612.93","3448.1","3607.18","0.00","163335422.5"
"DEVBANK","2022-07-01","3538.74","3574.34","3463.42","3488.75","0.00","124761131.2"
"DEVBANK","2022-06-30","3332.59","3553.69","3329.4","3538.09","0.00","227525595.6"
"DEVBANK","2022-06-29","3192.26","3343.87","3184.89","3335.88","0.00","4082803.1"
"DEVBANK","2022-06-28","3236.09","3238.1","3168.77","3192.26","0.00","61982246.7"
"DEVBANK","2022-06-27","3360.9","3418.99","3231.1","3236.09","0.00","175570196"
"DEVBANK","2022-06-26","3096.03","3355.18","3096.02","3353.63","0.00","169956211.8"
"DEVBANK","2022-06-24","3039.47","3133.26","2938.07","3096.5","0.00","77429922.1"
"DEVBANK","2022-06-23","3159.83","3159.83","3007.02","3039.46","0.00","84083308.9"
"DEVBANK","2022-06-22","3251.44","3251.44","3152.72","3159.32","0.00","56997289.7"
"DEVBANK","2022-06-21","3136.51","3288.37","3115.62","3251.44","0.00","83037159.7"
"DEVBANK","2022-06-20","3270.75","3270.75","3127.66","3135.78","0.00","4173291.7"
"DEVBANK","2022-06-19","3394.87","3394.87","3268.28","3270.75","0.00","77396853.4"
"DEVBANK","2022-06-17","3409.08","3434.72","3375.84","3394.87","0.00","30470357.9"
"DEVBANK","2022-06-16","3386.29","3480.08","3358.33","3409.08","0.00","69097828.1"
"DEVBANK","2022-06-15","3439.95","3454.83","3337.48","3386.28","0.00","97471255.1"
"DEVBANK","2022-06-14","3516.76","3518.95","3421.06","3439.94","0.00","73745808.9"
"DEVBANK","2022-06-13","3533.49","3557.94","3503.31","3516.76","0.00","36123054.9"
"DEVBANK","2022-06-10","3572.61","3583.55","3520.54","3533.49","0.00","51636870.6"
"DEVBANK","2022-06-09","3646.15","3706.86","3568.42","3572.7","0.00","0"
"DEVBANK","2022-06-08","3523.58","3693.46","3516.28","3646.15","0.00","116944876.5"
"DEVBANK","2022-06-07","3619.28","3636.46","3517.11","3529.76","0.00","95450283.6"
"DEVBANK","2022-06-06","3614.11","3669.72","3581.86","3615.21","0.00","0"
"DEVBANK","2022-06-03","3676.64","3682.68","3585.54","3606.77","0.00","113564749.9"
"DEVBANK","2022-06-02","3687.02","3731.67","3652.36","3663.45","0.00","51378856.2"
"DEVBANK","2022-06-01","3667.91","3725.77","3661.9","3682.64","0.00","60715970.2"
"DEVBANK","2022-05-31","3715.61","3744.94","3648.96","3661.35","0.00","107936224.3"
"DEVBANK","2022-05-30","3827.16","3831.19","3708.94","3715.6","0.00","126151817.7"
"DEVBANK","2022-05-27","3863.58","3879.18","3797.32","3813.12","0.00","69274793.1"
"DEVBANK","2022-05-26","3871.81","3902.81","3829.96","3846.44","0.00","3755209.7"
"DEVBANK","2022-05-25","3862.53","3913.38","3839.38","3858.27","0.00","95755837.3"
"DEVBANK","2022-05-24","3779.79","3874.15","3766.44","3833.09","0.00","65938387.4"
"DEVBANK","2022-05-23","3869.75","3881.84","3769.26","3779.78","0.00","89101851.5"
"DEVBANK","2022-05-20","3891.18","3937.45","3852.89","3861.8","0.00","3378596.5"
"DEVBANK","2022-05-19","3983.11","3999.59","3885.66","3888.73","0.00","84716645.3"
"DEVBANK","2022-05-18","3916.19","4000.3","3841.68","3971.73","0.00","81935606.2"
"DEVBANK","2022-05-17","4079.87","4079.87","3906.33","3916.18","0.00","88405556.4"
